185.191.171.24 - - "2022-11-13 00:13:49" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/98 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
185.191.171.26 - - "2022-11-13 00:24:12" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/71 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
51.222.253.16 bot - "2022-11-13 00:24:19" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/25 200 "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
66.249.70.111 bot - "2022-11-13 00:30:44" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/101/85 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.111 bot - "2022-11-13 00:32:15" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/119 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
51.222.253.18 bot - "2022-11-13 00:34:02" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/51 200 "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
157.55.39.36 bot - "2022-11-13 00:37:26" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/52/49 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.70.111 bot - "2022-11-13 00:51:37" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/127 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
185.191.171.16 - - "2022-11-13 00:59:10" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/31 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
66.249.70.113 bot - "2022-11-13 00:59:19" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/41 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
179.6.166.19 - - "2022-11-13 01:09:38" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/112/96 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
179.6.148.77 - - "2022-11-13 01:17:16" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/193/172 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
66.249.70.115 bot - "2022-11-13 01:22:42" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/14/11 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
185.191.171.6 - - "2022-11-13 01:25:50" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/58 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
51.222.253.3 bot - "2022-11-13 01:27:58" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/191 200 "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
66.249.70.113 bot - "2022-11-13 01:38:18" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/92 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
185.191.171.37 - - "2022-11-13 01:45:26" https://revistas.ujcm.edu.pe/index.php/rctd/issue/view/8 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
190.233.3.174 - - "2022-11-13 01:45:58" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/91/75 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
157.55.39.72 bot - "2022-11-13 01:46:35" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/48/45 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
5.45.207.150 bot - "2022-11-13 01:50:05" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/24/21 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
181.176.107.66 - - "2022-11-13 01:51:52" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/110/94 200 "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
66.249.70.115 bot - "2022-11-13 01:59:56" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/130/114 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.70.115 bot - "2022-11-13 02:00:24" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/58/55 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.70.111 bot - "2022-11-13 02:04:09" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/6 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
65.109.26.102 bot - "2022-11-13 02:07:29" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/105 200 "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
65.109.26.102 bot - "2022-11-13 02:07:31" https://revistas.ujcm.edu.pe/index.php/rctd/article/view/105 200 "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
51.222.253.20 bot - "2022-11-13 02:09:27" https://revistas.ujcm.edu.pe/index.php/rctd/index 200 "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
199.47.82.19 - - "2022-11-13 02:15:02" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/10/7 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:03" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/100/84 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:03" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/101/85 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:04" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/104/88 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:04" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/108/92 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:05" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/110/94 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:05" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/111/95 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:06" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/113/97 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:06" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/116/100 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:07" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/118/102 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:07" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/121/105 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:08" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/122/106 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:08" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/123/107 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:09" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/126/110 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:09" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/129/113 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:10" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/132/116 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:10" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/133/117 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:11" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/139/123 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:11" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/14/11 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:12" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/15/12 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:12" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/153/129 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:13" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/16/13 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:13" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/167/149 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:14" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/17/14 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:14" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/19/16 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:15" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/21/18 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:15" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/22/19 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:16" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/26/23 200 "Turnitin (https://bit.ly/2UvnfoQ)"
199.47.82.19 - - "2022-11-13 02:15:17" https://revistas.ujcm.edu.pe/index.php/rctd/article/download/27/24 200 "Turnitin (https://bit.ly/2UvnfoQ)"
