155.94.141.91 - - "2018-01-13 00:57:27" http://revistas.ujcm.edu.pe/index.php/rctd/index 200 "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0"
40.77.167.170 bot - "2018-01-13 01:01:43" http://revistas.ujcm.edu.pe/index.php/rctd/article/view/13 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
40.77.167.170 bot - "2018-01-13 01:25:49" http://revistas.ujcm.edu.pe/index.php/rctd/article/view/50 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
179.7.174.20 - - "2018-01-13 01:44:01" http://revistas.ujcm.edu.pe/index.php/rctd/index 200 "Mozilla/5.0 (Linux; Android 4.4.2; HUAWEI Y625-U13 Build/HUAWEIY625-U13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
181.67.2.24 - - "2018-01-13 02:46:04" http://revistas.ujcm.edu.pe/index.php/rctd/index 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
216.244.66.232 - - "2018-01-13 02:54:52" http://revistas.ujcm.edu.pe/index.php/rctd/article/view/39 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
190.232.106.29 - - "2018-01-13 03:22:06" http://revistas.ujcm.edu.pe/index.php/rctd/article/view/52 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
190.232.106.29 - - "2018-01-13 03:23:27" http://revistas.ujcm.edu.pe/index.php/rctd/article/download/52/49 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
187.135.134.226 - - "2018-01-13 03:29:31" http://revistas.ujcm.edu.pe/index.php/rctd/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
85.93.91.84 bot - "2018-01-13 04:18:49" http://revistas.ujcm.edu.pe/index.php/rctd/article/view/43 200 "Mozilla/5.0 (compatible; DeuSu/5.0.2; +https://deusu.de/robot.html)"
54.90.217.44 - - "2018-01-13 04:18:52" http://revistas.ujcm.edu.pe/index.php/rctd/index 200 "CCBot/2.0 (http://commoncrawl.org/faq/)"
190.152.128.37 - - "2018-01-13 04:36:20" http://revistas.ujcm.edu.pe/index.php/rctd/article/view/48 200 "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:57.0) Gecko/20100101 Firefox/57.0"
66.249.66.221 bot - "2018-01-13 05:02:52" http://revistas.ujcm.edu.pe/index.php/rctd/article/view/23 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
